child-id,parent-id
ShelterConstruction,ConstructionArtifact
SpanishColonialArchitecturalStyle,ConstructionArtifact
Spillway,ConstructionArtifact
StepOfStairs,ConstructionArtifact
StorageFacility,ConstructionArtifact
StreetSystem,ConstructionArtifact
SwimmingPool,ConstructionArtifact
SydneyOperaHouse,ConstructionArtifact
TransformerSubstation,ConstructionArtifact
TritonFountain,ConstructionArtifact
UnderConstruction-ExistentialStatus,ConstructionArtifact
Victorian,ConstructionArtifact
WaterMain,ConstructionArtifact
WindowPane,ConstructionArtifact
WindowSill,ConstructionArtifact
ZooGrounds,ConstructionArtifact
BuildingMaterial,ConstructionProject
CraneVehicle,ConstructionVehicle
Pesticide,ConsumableProduct
AudioPlayer,ConsumerElectronicDevice
AudioVisualDevice-InternetTelephony,ConsumerElectronicDevice
BluRayDisc,ConsumerElectronicDevice
DigitalMediaPlayer,ConsumerElectronicDevice
DigitalTelephone,ConsumerElectronicDevice
EBookReader,ConsumerElectronicDevice
Gamecube,ConsumerElectronicDevice
Hi-Fi,ConsumerElectronicDevice
MobilePhone,ConsumerElectronicDevice
Monophonic,ConsumerElectronicDevice
PalmtopComputer,ConsumerElectronicDevice
Stereophonic,ConsumerElectronicDevice
TabletComputer,ConsumerElectronicDevice
Chassis-VehiclePart,ContainerArtifact
Chimney,ContainerArtifact
CompanionPiece-Dinnerware,ContainerArtifact
Flue,ContainerArtifact
GutterOnARoof,ContainerArtifact
GutterSystem,ContainerArtifact
Hose,ContainerArtifact
HumanOccupationConstruct,ContainerArtifact
StorageConstruct,ContainerArtifact
Contortionists,Contorted-BodyPosition
BuildingPermit-PIT,Contract
License-LegalAgreement,Contract
Marriage-Agreement,Contract
Visa-Permit,Contract
ProductTypeByMarketCategory,ConventionalClassificationType
Campaign,CooperationEvent
DownloadingAFile,CopyingAComputerFile
SavingAFile,CopyingAComputerFile
Monarchy,Country
FirstOrderAdministrativeDivision,CountrySubsidiary
FourthOrderAdministrativeDivision,CountrySubsidiary
FrenchDepartment,CountrySubsidiary
Montserrat-Territory,CountrySubsidiary
SecondOrderAdministrativeDivision,CountrySubsidiary
ThirdOrderAdministrativeDivision,CountrySubsidiary
Appetizer,CourseOfAMeal
MobOfHair-Mammal,Cover-Protector
Origami,CraftActivity
Anaphase,CreationEvent
Designing,CreationEvent
DevelopingAProduct,CreationEvent
Metaphase,CreationEvent
Prometaphase,CreationEvent
Prophase,CreationEvent
QuarterlyReporting,CreationEvent
Survey,CreationEvent
Synapsis,CreationEvent
Theft,CriminalAct
Sugar,Crystal
AmericanStyleFastFoodCuisine,Cuisine
BBQCuisine,Cuisine
BrazilianCuisine,Cuisine
ChineseCuisine,Cuisine
ChineseCuisine-AmericanStyle,Cuisine
ChineseCuisine-Authentic,Cuisine
CubanCuisine,Cuisine
DistinctivelyUnitedStatesCuisine,Cuisine
EthiopianCuisine,Cuisine
GreekCuisine,Cuisine
HomeCooking-Cuisine,Cuisine
JapaneseCuisine,Cuisine
KoreanCuisine,Cuisine
LebaneseCuisine,Cuisine
Milano-ItalianCuisine,Cuisine
OrganicVegetarianCuisine,Cuisine
SalvadoranCuisine,Cuisine
SouthAmericanCuisine,Cuisine
SouthEastAsianCuisine,Cuisine
SouthernItalianCuisine,Cuisine
SouthernStyleCuisine,Cuisine
ThaiCuisine,Cuisine
VeganCuisine,Cuisine
AfghanCuisine,CulturalThing
AfricanCuisine,CulturalThing
BelgianCuisine,CulturalThing
CajunCuisine,CulturalThing
CaribbeanCuisine,CulturalThing
ChineseCuisine,CulturalThing
ChineseCuisine-Authentic,CulturalThing
EasternEuropeanFood,CulturalThing
FilipinoCuisine,CulturalThing
HalalCuisine,CulturalThing
IndonesianCuisine,CulturalThing
IrishFood,CulturalThing
KosherFood,CulturalThing
LatinAmericanFood,CulturalThing
MiddleEasternCuisine,CulturalThing
MoroccanCuisine,CulturalThing
OrganicCuisine,CulturalThing
PortugueseCuisine,CulturalThing
RussianCuisine,CulturalThing
ScandinavianCuisine,CulturalThing
Seafood,CulturalThing
SoulFood,CulturalThing
SpanishCuisine,CulturalThing
TexMexCuisine,CulturalThing
TurkishCuisine,CulturalThing
VietnameseCuisine,CulturalThing
CulturalConcept,Culture-Practice
CulturalGeneration,Culture-Practice
CulturalHegemony,Culture-Practice
CulturalSpheresOfInfluence,Culture-Practice
CulturalTrend,Culture-Practice
CultureBoundSyndrome,Culture-Practice
EthnicCulture,Culture-Practice
LibreCulture,Culture-Practice
PhilosophyAndCulture,Culture-Practice
ScienceAndCulture,Culture-Practice
SociologyOfCulture,Culture-Practice
SportsCulture,Culture-Practice
Tradition,Culture-Practice
DigitalCurrency,Currency
DigitalGoldCurrency,Currency
CuttingProcess,CuttingSomething
DangerousActivity,DangerousEvent
Barren-groundCaribou,Deer
PearyCaribou,Deer
EpithetsOfDemeter,Demeter-TheGoddess
CADToolProgram,DesignProgram
PhDThesis,DetailedStudy
ObjectTypeByFoldednessStatus,DeviceTypeByState
AwardPractice,DevisedPracticeOrWork
DevisedPracticeOrWork-RolePlayingGenre,DevisedPracticeOrWork
CabbagePlant,DicotSubclass
MiddleEastPeaceEffort,Diplomat
TheHumanLifeCycle,DiplonticLifeCycle
ChemicalDisaster,DisasterEvent
Meltdown,DisasterEvent
InfectiousDiseaseType,DiseaseType
ArtExhibit,DisplayingSomething
Exhibit,DisplayingSomething
NetworkInformationSystem,DistributedDatabaseSystem
GodTheHolyGhost,DivineBeing
BlueBook-GovernmentDocument,Document
BudgetDescriptionDocument,Document
BusinessPlanDocument,Document
CommercialDocument,Document
FinancialDocument,Document
FloodReport,Document
Image,Document
InventoryDocument,Document
JobDescriptionDocument,Document
UniformResidentialLoanApplication,Document
Visa-Document,Document
Terrier-Airedale,Dog
Terrier-AmericanStaffordshire,Dog
Terrier-Australian,Dog
Terrier-Bedlington,Dog
Terrier-Border,Dog
Terrier-Boston,Dog
Terrier-Bull,Dog
Terrier-FoxSmooth,Dog
Terrier-FunctionalGroup,Dog
Terrier-Irish,Dog
Terrier-KerryBlue,Dog
Terrier-Lakeland,Dog
Terrier-Manchester,Dog
Terrier-Norfolk,Dog
Terrier-Norwich,Dog
Terrier-ParsonJackRussell,Dog
Terrier-Scottish,Dog
Terrier-Sealyham,Dog
Terrier-Silky,Dog
Terrier-Skye,Dog
Terrier-StaffordshireBull,Dog
Terrier-WestHighlandWhite,Dog
Terrier-Yorkshire,Dog
DNAMolecule,DoubleHelix
AppleJuice,Drink
Ayahuasca,Drink
CarbonatedBeverage,Drink
CarrotJuice,Drink
Coffee,Drink
Dasani,Drink
Eggnog,Drink
GrapeJuice,Drink
JohnnieWalker-ScotchWhisky,Drink
OrangeJuice,Drink
PabstBlueRibbon,Drink
PineappleJuice,Drink
RedBull,Drink
SportsDrink,Drink
Tea,Drink
TomatoJuice,Drink
Collection,Drug
Abacavir,DrugSubstance
AlphaAdrenergicAntagonist,DrugSubstance
AluminumHydroxide,DrugSubstance
Amdoxovir,DrugSubstance
Androgen,DrugSubstance
Androstene,DrugSubstance
AntiDiarrheal,DrugSubstance
AntiFlatulent,DrugSubstance
Antifungal,DrugSubstance
AntiPsychotic,DrugSubstance
Anxiolytic,DrugSubstance
Ayahuasca,DrugSubstance
AZT,DrugSubstance
Benzodiazepine,DrugSubstance
BismuthSubnitrate,DrugSubstance
BotulinumToxin,DrugSubstance
Budesonide,DrugSubstance
Canrenone,DrugSubstance
Capravirine,DrugSubstance
Carbamazepine,DrugSubstance
CardiotonicAgent,DrugSubstance
ChromiumPicolinate,DrugSubstance
Cisapride,DrugSubstance
Cocaine-Crack,DrugSubstance
Cocaine-Powder,DrugSubstance
Combivir,DrugSubstance
Corticosteroid,DrugSubstance
Coviracil,DrugSubstance
Crixivan,DrugSubstance
Delavirdine,DrugSubstance
Didanosine,DrugSubstance
DilantinProduct,DrugSubstance
Diuretic,DrugSubstance
DoseOfDrug,DrugSubstance
EchinaceaDerivedDrug,DrugSubstance
Efavirenz,DrugSubstance
Emtricitabine,DrugSubstance
Enprostil,DrugSubstance
Epivir,DrugSubstance
Estrogen,DrugSubstance
Ethanol,DrugSubstance
Etintidine,DrugSubstance
Fentanyl,DrugSubstance
FluticasonePropionate,DrugSubstance
Fortovase,DrugSubstance
HistamineH2ReceptorAntagonist,DrugSubstance
Hydrotalcite,DrugSubstance
Indinavir,DrugSubstance
Insulin,DrugSubstance
Isotretinoin,DrugSubstance
Isradipine,DrugSubstance
Kaletra,DrugSubstance
Khat,DrugSubstance
Lamivudine,DrugSubstance
Lamtidine,DrugSubstance
Lopinavir,DrugSubstance
Loxtidine,DrugSubstance
LSD,DrugSubstance
MagnesiumCarbonate,DrugSubstance
Marijuana,DrugSubstance
MDMA-TheStimulant,DrugSubstance
Melatonin,DrugSubstance
Metiamide,DrugSubstance
Metrogel-ChemicalCpd,DrugSubstance
Misoprostol,DrugSubstance
Naproxen,DrugSubstance
Nelfinavir,DrugSubstance
Nesiritide,DrugSubstance
Nevirapine,DrugSubstance
Norvir,DrugSubstance
NucleosideReverseTrancriptaseInhibitor,DrugSubstance
Omeprazole,DrugSubstance
Oxmetidine,DrugSubstance
Oxytocic,DrugSubstance
Prostaglandin,DrugSubstance
Quinine,DrugSubstance
Ranitidine,DrugSubstance
Rescriptor,DrugSubstance
Retrovir,DrugSubstance
Ritonavir,DrugSubstance
Saquinavir,DrugSubstance
SawPalmetto-Drug,DrugSubstance
SodiumBicarbonate,DrugSubstance
SpermicidalCream,DrugSubstance
SpermicidalJelly,DrugSubstance
Stavudine,DrugSubstance
Steroid,DrugSubstance
StJohnsWort-TheProduct,DrugSubstance
Sucralfate,DrugSubstance
Sufotidine,DrugSubstance
Tiotidine,DrugSubstance
Tretinoin,DrugSubstance
Trizivir,DrugSubstance
UlcerMedication,DrugSubstance
VancomycinOrCiprofloxacin,DrugSubstance
Vasodilator,DrugSubstance
Videx,DrugSubstance
Viracept,DrugSubstance
Viramune,DrugSubstance
Viread,DrugSubstance
Volmax-ChemicalCpd,DrugSubstance
Zalcitabine,DrugSubstance
Zaltidine,DrugSubstance
Zerit,DrugSubstance
ZithromaxDrugClass,DrugSubstance
Goldeneye,Duck
AcrylicSheet,DurableGood
AirConditioner,DurableGood
AirVentSystem,DurableGood
Antique,DurableGood
ArmSling,DurableGood
ArtificialChristmasTree,DurableGood
AutoFilterMarketCategory,DurableGood
BathtubSkidlessMat,DurableGood
BedCovering,DurableGood
Blueprint,DurableGood
BootSpur,DurableGood
BusinessMachine,DurableGood
CarvedArtwork,DurableGood
Ceramic,DurableGood
Chain,DurableGood
ChastityBelt,DurableGood
Clothing,DurableGood
CommunicationDevice,DurableGood
ComputerHardwareMarketCategory,DurableGood
ComputerNetwork,DurableGood
ConstructionArtifact,DurableGood
DesktopItem,DurableGood
Device-OfficeProduct-NonConsumable,DurableGood
DomesticCleaningTool,DurableGood
ElectricalConductor,DurableGood
ElectronicDevice,DurableGood
ElegantClothingStyle,DurableGood
Envelope,DurableGood
Eyewear,DurableGood
Figurine,DurableGood
FilterSystem-Artificial,DurableGood
Fireplace-Accessory,DurableGood
FixedWingAircraft,DurableGood
Fixture,DurableGood
FloorCovering,DurableGood
FlowControlDevice,DurableGood
FlyingFreehold,DurableGood
Fountain-Artificial,DurableGood
Furniture,DurableGood
FurniturePart,DurableGood
FurPelt,DurableGood
Gun,DurableGood
GutterSystem,DurableGood
Harness,DurableGood
Headset,DurableGood
HouseholdAppliance,DurableGood
HouseholdAttachment,DurableGood
IndexCard,DurableGood
InfrastructureProduct,DurableGood
Jewelry,DurableGood
KeyRing,DurableGood
LandTransportationDevice,DurableGood
Luggage,DurableGood
LuggageMarketCategory,DurableGood
LuggageSet,DurableGood
MagneticTape,DurableGood
MissileHead,DurableGood
MobileNetwork,DurableGood
Model-Artifact,DurableGood
MusicEquipment,DurableGood
MuzzleForAnimal,DurableGood
NapkinRing,DurableGood
NauticalClothingStyle,DurableGood
NeckBrace,DurableGood
NuclearReactorHardware,DurableGood
OutdoorAccessoryMarketCategory,DurableGood
Photograph,DurableGood
Pillow,DurableGood
Pipe-ConduitArtifact,DurableGood
Platform-Military,DurableGood
PlumbingFixture,DurableGood
PotHolder,DurableGood
PowerSupply,DurableGood
PracticalClothingStyle,DurableGood
PreppyClothingStyle,DurableGood
PublicWaterSystem,DurableGood
RackForFirePlaceTools,DurableGood
RealEstate,DurableGood
RefrigeratedStorageDevice,DurableGood
RuggedClothingStyle,DurableGood
Saddle,DurableGood
ScubaTank,DurableGood
SemiFormal,DurableGood
SewerSystem,DurableGood
ShowerCurtainRing,DurableGood
Snorkel,DurableGood
Spillway,DurableGood
Statue,DurableGood
Stethoscope,DurableGood
Stilt-Shaft,DurableGood
StoneSculpture,DurableGood
TableCovering,DurableGood
Token-Physical,DurableGood
Tool,DurableGood
ToolSet,DurableGood
TransistorNetwork,DurableGood
TransportationDevice-Vehicle,DurableGood
UsedArtifact,DurableGood
VehiclePart,DurableGood
VictorianClothingStyle,DurableGood
VintageArtifact,DurableGood
Watch,DurableGood
Watercraft,DurableGood
WaterMain,DurableGood
WaterSki,DurableGood
WaxedPaper,DurableGood
Wig,DurableGood
WoodSculpture,DurableGood
WritingSurfaceProduct,DurableGood
LearnedActivityType,DurativeEventType
MainCourse,EatingEvent
SaladCourse,EatingEvent
Desert,EcologicalRegion
Heath,EcologicalRegion
Oasis,EcologicalRegion
SandyDesert,EcologicalRegion
Sebkha,EcologicalRegion
WetlandRegion,EcologicalRegion
AllEmployeeShareOwnershipPlan,EconomicAgreement
EconomicAction,EconomicEvent
Stranger,EconomicEvent
AgriculturalEconomicSector,EconomicSector-Localized
EnergyEconomicSector,EconomicSector-Localized
IndustrialEconomicSector,EconomicSector-Localized
ServiceEconomicSector,EconomicSector-Localized
SocialServicesEconomicSector,EconomicSector-Localized
Almond,EdibleFruit
Muskmelon,EdibleFruit
Pecan,EdibleFruit
Walnut,EdibleFruit
BasqueLanguageEducation,Education
ChineseLanguageEducation,Education
Course-Collegiate,Education
Course-Online,Education
EnglishLanguageEducation,Education
EsperantoEducation,Education
GermanLanguageEducation,Education
GreekLanguageEducation,Education
IrishLanguageEducation,Education
ItalianLanguageEducation,Education
JapaneseLanguageEducation,Education
KoreanLanguageEducation,Education
PortugueseLanguageEducation,Education
RussianLanguageEducation,Education
SpanishLanguageEducation,Education
SwedishLanguageEducation,Education
HighSchool,EducationalInstitution
EducationalInstitution,EducationalOrganization
EducationalSystem,EducationalOrganization
CoddledEgg,Egg-Chickens
Obelisk,EgyptianArchitecturalStyle
ElectionForOffice,Election-SingleIssue
ElectricalOutlet,ElectricalComponent
ElectricalPlug,ElectricalComponent
ElectricalSwitch,ElectricalComponent
ElectricalWire,ElectricalComponent
HouseFuse,ElectricalComponent
Transformer-Electric,ElectricalComponent
ApplicationProtocolDataUnit,ElectroMagneticIBT
Header-Packet,ElectroMagneticIBT
HeaderLengthField-Packet,ElectroMagneticIBT
Packet-Network,ElectroMagneticIBT
Microwave-CBand,ElectromagneticRadiation
Microwave-SBand,ElectromagneticRadiation
Microwave-UpperSBand,ElectromagneticRadiation
AudioVisualDevice-InternetTelephony,ElectronicDevice
BuildingSecuritySystem,ElectronicDevice
Calculator,ElectronicDevice
CarAlarm,ElectronicDevice
CitizenBandRadio,ElectronicDevice
DigitalCamera,ElectronicDevice
DigitalTelephone,ElectronicDevice
ElectronicHouseholdAppliance,ElectronicDevice
ElectronicTradingPlatform,ElectronicDevice
FaxMachine,ElectronicDevice
Hi-Fi,ElectronicDevice
MediaPlayingDevice,ElectronicDevice
Monophonic,ElectronicDevice
MusicalInstrument-Electronic,ElectronicDevice
RadarDetector-AutomobileAccessory,ElectronicDevice
SonyPlayStation3-TheProduct,ElectronicDevice
Stereophonic,ElectronicDevice
TouchToneTelephone,ElectronicDevice
VideoCamera,ElectronicDevice
VirtualPet,ElectronicDevice
Lepton,ElementaryParticle
CyberAttacksOnEnergySector,EnergyQuantity
EnergeticMaterial,EnergyQuantity
Energetics,EnergyQuantity
EnergyDemocracy,EnergyQuantity
EnergyDevelopment,EnergyQuantity
EnergyEconomics,EnergyQuantity
EnergyModel,EnergyQuantity
EnergyPhysics,EnergyQuantity
EnergyPolicy,EnergyQuantity
EnergySource,EnergyQuantity
ProposedEnergyProject,EnergyQuantity
AlternativeEnergy,EnergyStuff
Energy-Renewable,EnergyStuff
GeothermalPower,EnergyStuff
Hydropower,EnergyStuff
SolarEnergy,EnergyStuff
Sound,EnergyStuff
SoundEnergy,EnergyStuff
ThermalEnergy,EnergyStuff
WindEnergy,EnergyStuff
Katydid,Ensifera
Band-MusicGroup,EntertainmentOrRecreationOrganization
Spa,EntertainmentOrRecreationOrganization
Lipase,Enzyme
PolyethyleneGlycol-200,Ether
EthnicGroupOfTheCaucasusRegion,EthnicGroup
AbkhazianPeople,EthnicGroupOfAsians
AfghanPeople,EthnicGroupOfAsians
AzerbaijaniPeople,EthnicGroupOfAsians
BangladeshiPeople,EthnicGroupOfAsians
BhutanesePeople,EthnicGroupOfAsians
BruneianPeople,EthnicGroupOfAsians
CambodianPeople,EthnicGroupOfAsians
ChinesePeople,EthnicGroupOfAsians
EthnicGroupOfKoreans,EthnicGroupOfAsians
EthnicGroupOfRom-Gypsy,EthnicGroupOfAsians
FilipinoPeople,EthnicGroupOfAsians
IndianPeople,EthnicGroupOfAsians
IndonesianPeople,EthnicGroupOfAsians
KazakhstaniPeople,EthnicGroupOfAsians
KuwaitiPeople,EthnicGroupOfAsians
KyrgyzstaniPeople,EthnicGroupOfAsians
LaotianPeople,EthnicGroupOfAsians
MalaysianPeople,EthnicGroupOfAsians
MaldivianPeople,EthnicGroupOfAsians
MongolianPeople,EthnicGroupOfAsians
NepalesePeople,EthnicGroupOfAsians
PakistaniPeople,EthnicGroupOfAsians
RussianPeople,EthnicGroupOfAsians
SingaporeanPeople,EthnicGroupOfAsians
SriLankanPeople,EthnicGroupOfAsians
TaiwanesePeople,EthnicGroupOfAsians
TajikistaniPeople,EthnicGroupOfAsians
ThaiPeople,EthnicGroupOfAsians
TurkishPeople,EthnicGroupOfAsians
TurkmenistanPeople,EthnicGroupOfAsians
UzbekistaniPeople,EthnicGroupOfAsians
VietnamesePeople,EthnicGroupOfAsians
AbkhazianPeople,EthnicGroupOfEuropeans
AlbanianPeople,EthnicGroupOfEuropeans
AndorranPeople,EthnicGroupOfEuropeans
ArmenianPeople,EthnicGroupOfEuropeans
AustrianPeople,EthnicGroupOfEuropeans
AzerbaijaniPeople,EthnicGroupOfEuropeans
BelarusianPeople,EthnicGroupOfEuropeans
BelgianPeople,EthnicGroupOfEuropeans
BosniaAndHerzegovinaPeople,EthnicGroupOfEuropeans
BritishPeople,EthnicGroupOfEuropeans
BulgarianPeople,EthnicGroupOfEuropeans
ChechenPeople,EthnicGroupOfEuropeans
CroatianPeople,EthnicGroupOfEuropeans
CypriotPeople,EthnicGroupOfEuropeans
CzechPeople,EthnicGroupOfEuropeans
DanishPeople,EthnicGroupOfEuropeans
DutchPeople,EthnicGroupOfEuropeans
EstonianPeople,EthnicGroupOfEuropeans
FinnishPeople,EthnicGroupOfEuropeans
FrenchPeople,EthnicGroupOfEuropeans
GermanPeople,EthnicGroupOfEuropeans
GreekPeople,EthnicGroupOfEuropeans
GreenlandicPeople,EthnicGroupOfEuropeans
IrishPeople,EthnicGroupOfEuropeans
ItalianPeople,EthnicGroupOfEuropeans
KazakhstaniPeople,EthnicGroupOfEuropeans
KingdomOfGreatBritainPeople,EthnicGroupOfEuropeans
KosovarPeople,EthnicGroupOfEuropeans
LatvianPeople,EthnicGroupOfEuropeans
LiechtensteinPeople,EthnicGroupOfEuropeans
LithuanianPeople,EthnicGroupOfEuropeans
LuxembourgishPeople,EthnicGroupOfEuropeans
MacedonianPeople,EthnicGroupOfEuropeans
MaltesePeople,EthnicGroupOfEuropeans
MoldovanPeople,EthnicGroupOfEuropeans
MonegasquePeople,EthnicGroupOfEuropeans
MontenegrinPeople,EthnicGroupOfEuropeans
NorwegianPeople,EthnicGroupOfEuropeans
PolishPeople,EthnicGroupOfEuropeans
RomanianPeople,EthnicGroupOfEuropeans
RussianPeople,EthnicGroupOfEuropeans
RuthenianPeople,EthnicGroupOfEuropeans
SammarinesePeople,EthnicGroupOfEuropeans
ScandinavianPeople,EthnicGroupOfEuropeans
SerbianPeople,EthnicGroupOfEuropeans
SerbPeople,EthnicGroupOfEuropeans
SilesianPeople,EthnicGroupOfEuropeans
SlavicPeople,EthnicGroupOfEuropeans
SlovakPeople,EthnicGroupOfEuropeans
SlovenianPeople,EthnicGroupOfEuropeans
SouthOssetianPeople,EthnicGroupOfEuropeans
SpanishPeople,EthnicGroupOfEuropeans
SwedishPeople,EthnicGroupOfEuropeans
SwissPeople,EthnicGroupOfEuropeans
TurkishPeople,EthnicGroupOfEuropeans
UkrainianPeople,EthnicGroupOfEuropeans
WelshPeople,EthnicGroupOfEuropeans
Acrocanthosaurus,Eukaryotes
Albatross,Eukaryotes
AloeVera,Eukaryotes
Alveolate,Eukaryotes
AmericanGoldfinch,Eukaryotes
Arapaima,Eukaryotes
Archaeplastida,Eukaryotes
Arctotherium,Eukaryotes
Armadillidiidae,Eukaryotes
AsianGiantHornet,Eukaryotes
Badger,Eukaryotes
Barreleye,Eukaryotes
BaskingShark,Eukaryotes
Bear-Animal,Eukaryotes
BhutJolokiaChiliPepper,Eukaryotes
BigfinReefSquid,Eukaryotes
Black-eyedPea,Eukaryotes
BlackMamba-1,Eukaryotes
Blobfish,Eukaryotes
Bowerbird,Eukaryotes
Boysenberry,Eukaryotes
BullShark,Eukaryotes
Channichthyidae,Eukaryotes
Chromalveolata,Eukaryotes
Cicada,Eukaryotes
Dik-dik,Eukaryotes
Dingo,Eukaryotes
Durian,Eukaryotes
EagleRay,Eukaryotes
EgyptianCobra,Eukaryotes
Eurypterid,Eukaryotes
Fenugreek,Eukaryotes
Firefly,Eukaryotes
GambianPouchedRat,Eukaryotes
Gazelle,Eukaryotes
GiantGolden-crownedFlyingFox,Eukaryotes
GreatAuk,Eukaryotes
Hoatzin,Eukaryotes
HornedLizard,Eukaryotes
Horse,Eukaryotes
IceWorm,Eukaryotes
JavanRhinoceros,Eukaryotes
KingCobra,Eukaryotes
Lamprey,Eukaryotes
LesserEarwig,Eukaryotes
NorthernBaldIbis,Eukaryotes
Pectinariidae,Eukaryotes
Peppermint,Eukaryotes
Persimmon,Eukaryotes
Saffron,Eukaryotes
Salvia,Eukaryotes
SpinnerShark,Eukaryotes
TarantulaHawk,Eukaryotes
TawnyFrogmouth,Eukaryotes
TigerSalamander,Eukaryotes
Tilapia,Eukaryotes
Wasabi,Eukaryotes
WesternBlackRhinoceros,Eukaryotes
WhaleShark,Eukaryotes
WidowSpider,Eukaryotes
Bear-Animal,Eutheria
CanineAnimal,Eutheria
Cetacean,Eutheria
Elephant,Eutheria
Hippopotamus,Eutheria
Javelina,Eutheria
Mammoth,Eutheria
Manatee,Eutheria
Mastodon,Eutheria
PygmyHippopotamus,Eutheria
Rhinoceros,Eutheria
SonoranPronghorn,Eutheria
Walrus,Eutheria
Action,Event
AirAssault,Event
Blitz,Event
Breach,Event
Breakthrough,Event
Causing-Levitating,Event
CellCycle,Event
Compounding-WordFormationProcess,Event
Convention-Meeting,Event
DangerousEvent,Event
DeterrenceEvent,Event
EconomicCoordination,Event
ExecutionStyleMurder,Event
ExpendingSomething,Event
FilmFestival,Event
Filtering-Generic,Event
GeneralizedTransfer,Event
Grab,Event
HelicopterLanding,Event
Highlight,Event
HolidaySeason,Event
Imposition,Event
InstantaneousEvent,Event
Interplay,Event
Isolation,Event
KeepingSomething,Event
KrebsCycle,Event
LinkingTogether,Event
LusitaniaSinking-SinkingEvent,Event
MilitaryConflictEvent,Event
MusicFestival,Event
NonViolentAction,Event
Overrun,Event
ParanormalEvent,Event
PersonalLoss,Event
PhysiologicalCondition,Event
Planning,Event
PromotionalEvent,Event
ProtectionSituation,Event
QualitativeTimeOfYear,Event
Reconnaissance-MilitaryOperation,Event
Resurgence,Event
SecurityBreach,Event
Selection-Generic,Event
Shortage,Event
Stabilizing,Event
Thrash-ComputerScience,Event
TitanicSinking,Event
TouchingEvent,Event
Tyranny,Event
Victory,Event
Vindication,Event
AnimateActivity,Event-Localized
Attempting-PersuadingToAct,Event-Localized
Blackout,Event-Localized
Blitz,Event-Localized
CausingToBeInACertainCondition,Event-Localized
HolidaySeason,Event-Localized
Jolt,Event-Localized
LookingForAThingOrTypeOfThing,Event-Localized
ObviatingSomething,Event-Localized
Sunrise,Event-Localized
Sunset,Event-Localized
BaseballInning,Event-Organized
Election,Event-Organized
Election-SingleIssue,Event-Organized
HalfInning,Event-Organized
NumbersPool,Event-Organized
SportsCompetition,Event-Organized
SpringBreak,Event-Organized
StateLottery,Event-Organized
StickballPitchSequence,Event-Organized
Sweepstakes-Event,Event-Organized
Training,Event-Organized
WeddingEvent-Generic,Event-Organized
President-CorporateOfficer,Executive
VicePresident-CorporateOfficer,Executive
StateGovernor,Executive-PublicOfficial
HighExplosive,Explosive
LowExplosive,Explosive
BombSubmunition,ExplosiveDevice
GramStainTest,ExposureToSubstance
SolidEnteringFluid,ExposureToSubstance
AnimalBodyPart-External,ExternalAnatomicalPart
Anus,ExternalAnatomicalPart
Armpit,ExternalAnatomicalPart
BackOfHand,ExternalAnatomicalPart
Beak,ExternalAnatomicalPart
Bill-Birds,ExternalAnatomicalPart
Buttocks,ExternalAnatomicalPart
Cheek-Facial,ExternalAnatomicalPart
Chest-BodyPart,ExternalAnatomicalPart
Chin,ExternalAnatomicalPart
Cornea,ExternalAnatomicalPart
Ear,ExternalAnatomicalPart
Earlobe,ExternalAnatomicalPart
ExternalEar,ExternalAnatomicalPart
ExternalNose,ExternalAnatomicalPart
ExtrudedBodyPart,ExternalAnatomicalPart
Eyelid,ExternalAnatomicalPart
FaceOfAnimal,ExternalAnatomicalPart
Finger,ExternalAnatomicalPart
FingerInnerSurface,ExternalAnatomicalPart
Fingernail,ExternalAnatomicalPart
FingerPad,ExternalAnatomicalPart
FingerSeries,ExternalAnatomicalPart
Fingertip,ExternalAnatomicalPart
Forearm,ExternalAnatomicalPart
Forehead,ExternalAnatomicalPart
Groin,ExternalAnatomicalPart
HairFollicle,ExternalAnatomicalPart
HandInnerSurface,ExternalAnatomicalPart
Head-AnimalBodyPart,ExternalAnatomicalPart
Heel,ExternalAnatomicalPart
HeelOfPalm,ExternalAnatomicalPart
Hip,ExternalAnatomicalPart
HumanPenis,ExternalAnatomicalPart
Jaw,ExternalAnatomicalPart
Knuckle,ExternalAnatomicalPart
Lip-AnimalBodyPart,ExternalAnatomicalPart
MobOfHair-Mammal,ExternalAnatomicalPart
Mouth,ExternalAnatomicalPart
Nail-AnimalBodyPart,ExternalAnatomicalPart
Neck-AnimalBodyPart,ExternalAnatomicalPart
Nipple-AnimalBodyPart,ExternalAnatomicalPart
PalmOfHand,ExternalAnatomicalPart
Pubis,ExternalAnatomicalPart
Sclera,ExternalAnatomicalPart
Shin,ExternalAnatomicalPart
Shoulder,ExternalAnatomicalPart
Skin,ExternalAnatomicalPart
SkinPore,ExternalAnatomicalPart
Snout-Animal,ExternalAnatomicalPart
SoleOfFoot,ExternalAnatomicalPart
Stinger,ExternalAnatomicalPart
Thigh,ExternalAnatomicalPart
ToeSeries,ExternalAnatomicalPart
Waist,ExternalAnatomicalPart
Withers,ExternalAnatomicalPart
AcademicDepartmentTypeBySubject,FacetInstanceCollection
BiologicalClass,FacetInstanceCollection
BiologicalDivision,FacetInstanceCollection
BiologicalFamily,FacetInstanceCollection
BiologicalGenus,FacetInstanceCollection
BiologicalKingdom,FacetInstanceCollection
BiologicalOrder,FacetInstanceCollection
BiologicalPhylum,FacetInstanceCollection
