child-id,parent-id
Clamp,Connector
Ferrule,Connector
Zipper,Connector
Cognition,ConsciousActivity
Designing,ConsciousActivity
Evocation,ConsciousActivity
FindingSomething,ConsciousActivity
IntelligenceActivity,ConsciousActivity
Intolerance,ConsciousActivity
Learning,ConsciousActivity
PurposefulMentalActivity,ConsciousActivity
SemiConscious,Consciousness
BuildingStructure,ConstructionArtifact
Cross-ConstructionArtifact,ConstructionArtifact
Facility-Construct,ConstructionArtifact
FacilityComponent,ConstructionArtifact
InfrastructureProduct,ConstructionArtifact
PartOfAnHSC,ConstructionArtifact
PathArtifactSystem,ConstructionArtifact
ShelteringArtifact,ConstructionArtifact
Thoroughfare,ConstructionArtifact
Abandoned-ConstructionArtifact,ConstructionArtifactStatus
Operational-ExistentialStatus,ConstructionArtifactStatus
UnderConstruction-ExistentialStatus,ConstructionArtifactStatus
Brick,ConstructionBlock
Cornerstone,ConstructionBlock
AnimalPen,ConstructionContainer
Chimney,ConstructionContainer
GutterSystem,ConstructionContainer
LivestockStable,ConstructionContainer
StorageRoom,ConstructionContainer
StorageShed,ConstructionContainer
StorageTower,ConstructionContainer
Backhoe,ConstructionEquipment
EarthmovingScoop,ConstructionEquipment
Jack-LiftingDevice,ConstructionEquipment
Crane-MotorizedDevice,ConstructionVehicle
PestControlProduct,ConsumableProduct
PetroleumBasedProduct,ConsumableProduct
PlasticFoodWrap,ConsumableProduct
WaxedPaper,ConsumableProduct
AudioPlayer,ConsumerAudio
AudioVisualDevice-InternetTelephony,ConsumerAudio
Hi-Fi,ConsumerAudio
Monophonic,ConsumerAudio
ReceiverRadio,ConsumerAudio
Stereophonic,ConsumerAudio
ConsumerElectronicDevice,ConsumerElectronic
RadioReceiver,ConsumerElectronicDevice
ArtSuppliesMarketCategory,ConsumerGood
BicycleMarketCategory,ConsumerGood
BooksAndMagazinesMarketCategory,ConsumerGood
ClothingMarketCategory,ConsumerGood
ComputerHardwareMarketCategory,ConsumerGood
DomesticConsumerProduct,ConsumerGood
DomesticPetProduct,ConsumerGood
GeneralAutoMarketCategory,ConsumerGood
HardwareMarketCategory,ConsumerGood
HouseholdFurnishingsMC,ConsumerGood
LightingMarketCategory,ConsumerGood
MusicalInstrumentMarketCategory,ConsumerGood
OfficeProductMarketCategory,ConsumerGood
PhotographicEquipmentAndSuppliesMC,ConsumerGood
SportingGoodsMarketCategory,ConsumerGood
TobaccoSuppliesMarketCategory,ConsumerGood
TravelProductsMarketCategory,ConsumerGood
AudioVisualDevice-InternetTelephony,ConsumerTelephony
DigitalTelephone,ConsumerTelephony
TouchToneTelephone,ConsumerTelephony
Address-PhysicalLocationDesignator,ContactInfoString
DomainName,ContactInfoString
EMailAddress,ContactInfoString
PhoneNumber,ContactInfoString
StreetAddress,ContactInfoString
EmergencyContact,ContactLocation
FaxLocation,ContactLocation
MailingLocation,ContactLocation
MobilePhone,ContactLocation
PhysicalContactLocation,ContactLocation
ShippingLocation,ContactLocation
VoicePhoneLocation,ContactLocation
Bladder-Container,Container
DiceShaker,Container
MetallicDrum,Container
FaucetTap,ContainerArtifact
FlexibleContainer,ContainerArtifact
InkJetCartridge,ContainerArtifact
LitterBox,ContainerArtifact
MailBox,ContainerArtifact
Manger,ContainerArtifact
Marker,ContainerArtifact
Pipe-ConduitArtifact,ContainerArtifact
ProjectileCasing,ContainerArtifact
PurseHandbagBag,ContainerArtifact
StorageConstruct,ContainerArtifact
Trivet,ContainerArtifact
Tube-Container,ContainerArtifact
Urn,ContainerArtifact
Bag,ContainerStorage
Box-Container,ContainerStorage
Bucket,ContainerStorage
Crate,ContainerStorage
PresentationProgram,ContentAuthoringEditingSoftware
TextEditorProgram,ContentAuthoringEditingSoftware
ContinentOfAfrica,Continent
ContinentOfAntarctica,Continent
ContinentOfAsia,Continent
ContinentOfEurasia,Continent
ContinentOfEurope,Continent
ContinentOfNorthAmerica,Continent
BelgianCuisine,ContinentalCuisine
FrenchCuisine,ContinentalCuisine
GermanCuisine,ContinentalCuisine
ItalianCuisine,ContinentalCuisine
PortugueseCuisine,ContinentalCuisine
SpanishCuisine,ContinentalCuisine
Date,ContinuousTimeInterval
GeologicalTimePeriod,ContinuousTimeInterval
HistoricPeriod,ContinuousTimeInterval
Lifetime,ContinuousTimeInterval
TimeOfDay,ContinuousTimeInterval
TimePoint,ContinuousTimeInterval
Weekday,ContinuousTimeInterval
Annex,Contract
BailAgreement,Contract
BusinessPartnershipAgreement,Contract
DivorceAgreement,Contract
License-IBTRights,Contract
TechnologyServicesAgreement,Contract
MRIContrastAgent,ContrastMedium
ControlPanel,ControlDevice
TelephoneExchange,ControlDevice
StateLine,ControlledLand
Opium,ControlledSubstanceAnalgesicIndoleAlkaloid
RoadTrafficManagement,ControllingSomething
Laminating,ConvertingService
WearableConveyance,Conveyance
Freight,ConveyingMaterials
InternationalTrade,ConveyingMaterials
BucketElevator,ConveyorAccessory
ConveyorBelt,ConveyorAccessory
BonamiaMenziesii,Convolvulaceae
Dumpling,Cooked
GrillingFood,CookingFood
HeatingFood,CookingFood
StoveTop,CookingRange
CookingVessel,CookwareAndBakeware
Tole,CookwareAndBakeware
WineChiller,Cooler-Container
AirConditioner,CoolingEquipmentPart
CoolingDevice,CoolingEquipmentPart
UN-PeaceEnforcingOperation,CooperationEvent
CartesianCoordinateSystem,CoordinateSystem
GeographicCoordinateSystem,CoordinateSystem
PolarCoordinateSystem,CoordinateSystem
ThreeDimensionalCoordinateSystem,CoordinateSystem
LeashLead,Cord
SpandexCloth,CordlikeObject
Cord-Textile,CordProduct
CorkBoard,CorkSheet
Vindication,CorroborationEvent
CorruptingSomeone,Corruption-Activity
Chromalveolata,Corticata
Hydrocortisone,CorticosteroidPregnenedione
VirginiaBigEaredBat,Corynorhinus
CosymbotusPlatyurus,Cosymbotus
CityCouncil,Council-Organization
CouncilOfEurope,Council-Organization
CouncilOfTheBalticSeaStates,Council-Organization
CouncilOnForeignRelations,Council-Organization
ElectricReliabilityCouncilOfTexas,Council-Organization
FloridaReliabilityCoordinatingCouncil,Council-Organization
GulfCooperationCouncil,Council-Organization
IntergovernmentalCouncilOfCopperExportingCountries,Council-Organization
NationalEconomicCouncil,Council-Organization
NorthAmericanElectricReliabilityCouncil,Council-Organization
NortheastPowerCoordinatingCouncil,Council-Organization
WesternElectricityCoordinatingCouncil,Council-Organization
Bahamas,Country
Belize,Country
Congo-Brazzaville,Country
India,Country
LanguageSpeakingCountryOrTerritory,Country
Lebanon,Country
Madagascar,Country
Mauritius,Country
Mexico,Country
Morocco,Country
Nigeria,Country
NuclearWeaponStateUnderNNPT,Country
Philippines,Country
RepublicOfChina,Country
Singapore,Country
Suriname,Country
Syria,Country
Tunisia,Country
Uruguay,Country
CountryWesternMusic,CountryMusic
AutonomousRegion,CountrySubsidiary
CivilAdministrativeRegion,CountrySubsidiary
County,CountrySubsidiary
FederalDistrict,CountrySubsidiary
State-Geopolitical,CountrySubsidiary
USCityOrCounty,CountrySubsidiary
RuralMunicipality,County
Course-Online,Course-Academic
AppetizerCourse,CourseOfAMeal
CourseDuringAMeal,CourseOfAMeal
MilitaryTitle,CourtesyTitle
Sir,CourtesyTitle
PhosphodiesterBond,CovalentBond
PolarCovalentBond,CovalentBond
WoolFiber,Cover-Protector
Clothing,Covering-Object
CoverArt,CoverOfIBO
JewelryMaking,CraftActivity
SantaClaraValleyDudleya,Crassulaceae
ImpactCrater,CraterBasin
BirthControlEvent,CreationEvent
Idea,Creativity
CreditRecord,Credit
CreditWorthiness,Credit
GoodCredit,Credit
PoorCredit,Credit
VerificationOfCredit,Credit
Pirate,CrewMemberOnShip
Assailant,Criminal
DrugTrafficker,Criminal
Enforcer,Criminal
FrequentPerformer-ChildSexualAbuse,Criminal
Imposter,Criminal
Kidnapper,Criminal
Pedophile,Criminal
Pirate,Criminal
Prisoner-Legal,Criminal
ActTypeCommonlyConsideredCriminal,CriminalAct
ChildAbuse,CriminalAct
ChildSexualAbuse,CriminalAct
Corruption-Activity,CriminalAct
Genocide,CriminalAct
Hijacking,CriminalAct
InsideJob,CriminalAct
KillingPerson,CriminalAct
Murder,CriminalAct
Piracy-AtSea,CriminalAct
Poaching,CriminalAct
SerialKilling,CriminalAct
SexualOffense,CriminalAct
SlaveTrafficking,CriminalAct
StabbingSomeone,CriminalAct
Stealing,CriminalAct
SuicideAttack,CriminalAct
TaxEvasion,CriminalAct
TerroristAct,CriminalAct
Vandalism,CriminalAct
PenalCode,CriminalLaw
PurpleColor,CrimsonColor
VividPurplishRed-Color,CrimsonColor
VividRed-Color,CrimsonColor
CriticismOfAtheism,Criticism
CriticismOfBullfighting,Criticism
CriticismOfCapitalism,Criticism
CriticismOfFeminism,Criticism
CriticismOfMarriage,Criticism
CriticismOfTheUnitedNations,Criticism
CriticismOfWelfare,Criticism
NewCriticism,Criticism
CropPlant,Crop
Ribes,CropPlant
CrossobamonOrientalis,Crossobamon
CrownJewelsOfTheUnitedKingdom,CrownJewel
Cannibis,CrudeDrug
CocaPlantLeaf,CrudeDrug
HallucinogenicMushroom,CrudeDrug
Hashish,CrudeDrug
HerbalDrugSubstance,CrudeDrug
Mescaline,CrudeDrug
Opium,CrudeDrug
StormShadow,CruiseMissile-AirLaunched
Cruise-Vacation,CruisingMaritime
PostMill,CrusherGrinder
Armadillidiidae,Crustacean
SeaTurtle,Cryptodira
EnigmaCryptographicMachine,CryptographicHardware
MacroCrystalline,Crystal
UnslakedLime,Crystal
Pickle,Cucumber
PumpkinPlant,CucurbitaPepo
ZucchiniPlant,CucurbitaPepo
SnookerCompetition,CueSportsCompetition
PoolTable,CueSportsEquipment
AfricanCuisine,Cuisine
BritishCuisine,Cuisine
ContinentalCuisine,Cuisine
EastAsianCuisine,Cuisine
EasternEuropeanFood,Cuisine
HalalCuisine,Cuisine
IrishFood,Cuisine
LatinAmericanFood,Cuisine
MediterraneanCuisine,Cuisine
MiddleEasternCuisine,Cuisine
NorthAmericanCuisine,Cuisine
NouvelleCuisine,Cuisine
OrganicCuisine,Cuisine
RussianCuisine,Cuisine
ScandinavianCuisine,Cuisine
SouthAmericanCuisine,Cuisine
SouthAsianCuisine,Cuisine
TurkishCuisine,Cuisine
VegetarianCuisine,Cuisine
Celebration,CulturalActivity
ReligiousActivity,CulturalActivity
BusinessCulture,CulturalConcept
CrossCulturalStudies,CulturalConcept
CulturalAnthropology,CulturalConcept
IntangibleCulturalHeritageOfHumanity,CulturalConcept
InterculturalPreparation,CulturalConcept
MathematicsAndCulture,CulturalConcept
Multiculturalism,CulturalConcept
MythologyByCulture,CulturalConcept
GrecoRomanAntiquityInArtAndCulture,CulturalDepiction
GreekAntiquityInArtAndCulture,CulturalDepiction
KnightsTemplarInModernCulture,CulturalDepiction
WinterInCulture,CulturalDepiction
HistoricalSite,CulturalHeritage
Cuisine,CulturalThing
Culture-Civilization,Culture
Culture-Practice,Culture
EthnicCulture,Culture
ArchaeologicalCulture,Culture-Civilization
GeopoliticalCulture,Culture-Civilization
Juniper,Cupressaceae
Bill-Currency,Currency
HieraticCursive,CursiveStyleOfWriting
MahajaniCursive,CursiveStyleOfWriting
MajusculeCursive,CursiveStyleOfWriting
MinisculeCursive,CursiveStyleOfWriting
ScriptCursive,CursiveStyleOfWriting
Tsao-ShuCursive,CursiveStyleOfWriting
Batting,CushioningSupply
MemorialMarker,Custom-Made
DialUpConnectionToAComputerNetwork,CustomarySystemOfLinks-Comm
TelephoneSubscriberLine,CustomarySystemOfLinks-Comm
TransistorNetwork,CustomarySystemOfLinks-Comm
BoxCutter,CuttingCrimpingPunchingTool
Pincer,CuttingCrimpingPunchingTool
WireCutter,CuttingCrimpingPunchingTool
DiamondCutting,CuttingProcess
RotaryCutter,CuttingProcess
Arrow,CuttingWeapon
BattleAxe,CuttingWeapon
Dart-Poisoned,CuttingWeapon
Spear,CuttingWeapon
Sword,CuttingWeapon
Calligraphy,CWCreation
Newswriting,CWCreation
Screenwriting,CWCreation
WritingOutSomething,CWCreation
AcetoneCyanohydrin,Cyanohydrin
Cibotium,Cyatheaceae
ElfinTreeFern,Cyatheaceae
Thyrsopteris,Cyatheaceae
Dicksoniaceae,Cyatheales
CyberAttacksOnEnergySector,CyberVulnerabilityExploit
WorldNakedBikeRide,CyclingSportsEvent
Disc,Cylinder
RightCylinder,Cylinder
CystopterisDiaphana,Cystopteridaceae
CCL16,Cytokine
Cytosine-Base,CytosineRibonucleotide
Cheese,DairyProduct
Ahinahina,Daisy
KauSilversword,Daisy
Sunflower-Plant,Daisy
Wireweed,Daisy
Weir-Dam,Dam
DukeEllington,DanceBandLeader
Dancer-Performer,Dancer
DanceRecreationalEvent,Dancing-Human
Dancing-GroupActivity,Dancing-Human
IllegalDrugActivity,DangerousActivity
ScubaDiving,DangerousActivity
SkyDiving,DangerousActivity
Smoking,DangerousActivity
SubstanceAbuse,DangerousActivity
Blackout,DangerousEvent
Blitz,DangerousEvent
EventCausingDistressOrPain,DangerousEvent
IncurringAnInjury,DangerousEvent
ReleaseOfBiochemicallyHarmfulSubstance,DangerousEvent
SharkAttack,DangerousEvent
Emergency,DangerousSituation
Explosive,DangerousTangibleThing
Shark-GreatWhite,DangerousTangibleThing
DangerousActivity,DangerousThing
DangerousEvent,DangerousThing
DataCollection,Database-AbstractContent
MachineLearningProgram,DataMiningAndMachineLearningSoftware
CrimeData,Dataset
DatasetsInMachineLearning,Dataset
ImmigrationRecord,Dataset
PersonnelRecord,Dataset
StatisticalDataSet,Dataset
MaterialSafetyDataSheetCW,Datasheet
PropertyDisclosureSheet,Datasheet
ComputerFile,DataStream
ApplicationProtocolDataUnit,DataUnit
Packet-Network,DataUnit
CalendarDecade,Date
CalendarHalfCentury,Date
CalendarMilliSecond,Date
CalendarMinute,Date
CalendarMonth,Date
CalendarQuarter,Date
CalendarSeason,Date
CalendarSecond,Date
CalendarWeek,Date
CalendarWeekend,Date
CalendarWorkWeek,Date
CalendarYear,Date
Holiday,Date
PolarNight,Date
Davallia,Davalliaceae
Date,Day
Holiday,Day
ObservanceDay,Day
BondsFinance,DebtBasedSecurity
BondsFinance,DebtSecurity
Deception,Deceiving
Hoax,Deceiving
Scam,Deceiving
CookesKokio,DeciduousPlant
CombustionReaction,DecompositionProcess
DecontaminationEquipment,DecontaminationSafetyCleaningEquipment
GardenDecoration,Decoration
Glitter,DecorativeCovering
BlurringSomething,DecreaseEvent
Checkpoint,DefenseBuildingStructure
DefensiveStructure,DefenseBuildingStructure
Gatehouse,DefenseBuildingStructure
ManMadeObstacle,DefenseBuildingStructure
MilitaryFacility,DefenseBuildingStructure
Moat,DefenseBuildingStructure
ObstacleSystem-Military,DefenseBuildingStructure
Outpost,DefenseBuildingStructure
CityWall,DefenseSystem
SmokeDetector,DefenseSystem
God,Deity
Kaulu,Deity
Census,Demography
DennstaedtiaPunctilobula,Dennstaedtia
Bracken,Dennstaedtiaceae
Dennstaedtia,Dennstaedtiaceae
Dennstaedtiaceae,Dennstaedtiales
DentalFloss,Dental
Toothpaste,Dental
Dentistry,DentalService
DentalTool,DentalSubspecialtyInstruments
DentalExam,Dentistry
Antiperspirant,Deodorant
StoreDepartment,DepartmentStore
Infallibility,Dependable-Personality
DepositoryFinancialInstitution,DepositoryInstitution
CallOption,DerivativeSecurity
FuturesContract,DerivativeSecurity
HedgeFundShare,DerivativeSecurity
PutOption,DerivativeSecurity
DeroplatysDesiccata,Deroplatys
DeroplatysLobata,Deroplatys
Definition,Description
Title,Description
DesertEcosystem,Desert
Oasis,Desert
Sebkha,Desert
HumancomputerInteraction,Design
ComputerAidedDesignSoftware,DesignProgram
CorrectionMedia,Desk-Accessory
DrawerOrganizer,DeskSupply
PaperWeight,DeskSupply
Stapler,DeskSupply
DesotoAdventurerCar,DeSotoVehicle
Gingerbread,DessertFood
Villa,DetachedHouse
IndexCard,Device-OfficeProduct-Consumable
InkJetCartridge,Device-OfficeProduct-Consumable
StationarySign,Device-OfficeProduct-Consumable
Sticker-Adhesive,Device-OfficeProduct-Consumable
TonerCartridge,Device-OfficeProduct-Consumable
TypewriterRibbon,Device-OfficeProduct-Consumable
WritingSurfaceProduct,Device-OfficeProduct-Consumable
Briefcase,Device-OfficeProduct-NonConsumable
Clipboard,Device-OfficeProduct-NonConsumable
DeskScissors,Device-OfficeProduct-NonConsumable
MagnifyingGlass,Device-OfficeProduct-NonConsumable
PaperCutter,Device-OfficeProduct-NonConsumable
RubberStampDevice,Device-OfficeProduct-NonConsumable
Stapler,Device-OfficeProduct-NonConsumable
StapleRemover,Device-OfficeProduct-NonConsumable
Stencil-TheImplement,Device-OfficeProduct-NonConsumable
Carriage,Device-UserControlled
MotorScooter,Device-UserControlled
ParticleAccelerator,Device-UserControlled
Tube-Container,Device-UserPowered
MechanicalWork,DeviceRunning
DeviceStartingARun,Devices-Topic
ControlDevice,DeviceTypeByControl
Device-ProximatelyControlled,DeviceTypeByControl
Device-RemoteControlled,DeviceTypeByControl
Device-SelfControlled,DeviceTypeByControl
Device-UserControlled,DeviceTypeByControl
RemoteControlDevice,DeviceTypeByControl
AuthenticationDevice,DeviceTypeByFunction
BabyFeedingDevice,DeviceTypeByFunction
CleaningDevice,DeviceTypeByFunction
CombustionDevice,DeviceTypeByFunction
CommunicationDevice,DeviceTypeByFunction
ControlDevice,DeviceTypeByFunction
Conveyance,DeviceTypeByFunction
CoolingDevice,DeviceTypeByFunction
CountingDevice,DeviceTypeByFunction
Device-FunctionallyDefective,DeviceTypeByFunction
FoodOrDrinkPreparationDevice,DeviceTypeByFunction
HolderGripper,DeviceTypeByFunction
InformationGatheringDevice,DeviceTypeByFunction
InformationRecordingDevice,DeviceTypeByFunction
InformationStorageDevice,DeviceTypeByFunction
MeasuringDevice,DeviceTypeByFunction
Pump-Generic,DeviceTypeByFunction
SafetyDevice,DeviceTypeByFunction
SeatingDevice,DeviceTypeByFunction
SecurityDevice,DeviceTypeByFunction
SensoryEnhancementDevice,DeviceTypeByFunction
SpanningDevice,DeviceTypeByFunction
SpanningDevice-Static,DeviceTypeByFunction
TortureDevice,DeviceTypeByFunction
TransportationDevice,DeviceTypeByFunction
TrapDevice,DeviceTypeByFunction
VentilationDevice,DeviceTypeByFunction
WasteConversionDevice,DeviceTypeByFunction
ElectricalDevice,DeviceTypeByPowerSource
FuelPoweredDevice,DeviceTypeByPowerSource
KineticEnergyPoweredDevice,DeviceTypeByPowerSource
NaturalGasPoweredDevice,DeviceTypeByPowerSource
NuclearPoweredDevice,DeviceTypeByPowerSource
PyrotechnicDevice,DeviceTypeByPowerSource
ActiveDeviceState,DeviceTypeByState
ClimateControlDeviceState,DeviceTypeByState
Device-Armed,DeviceTypeByState
Device-Disarmed,DeviceTypeByState
Device-FunctionallyDefective,DeviceTypeByState
Device-Locked,DeviceTypeByState
Device-Overheated,DeviceTypeByState
OnHook,DeviceTypeByState
BallBearing,DeviceWithNoMovingParts
Bed-Accessory,DeviceWithNoMovingParts
Billboard,DeviceWithNoMovingParts
BirdFeeder,DeviceWithNoMovingParts
Bucket,DeviceWithNoMovingParts
CookwareSet,DeviceWithNoMovingParts
Crutch,DeviceWithNoMovingParts
Drywall,DeviceWithNoMovingParts
FlatwareSet,DeviceWithNoMovingParts
Pacifier,DeviceWithNoMovingParts
Spool,DeviceWithNoMovingParts
TransdermalPatch,DeviceWithNoMovingParts
WateringCan,DeviceWithNoMovingParts
AwardObject,DevisedPracticeOrWork
Criterion,DevisedPracticeOrWork
AdvancedResearchAndDevelopmentActivity,DevisedStructuredActivity
Agriculture,DevisedStructuredActivity
AppliedLinguistics,DevisedStructuredActivity
AppliedMechanics,DevisedStructuredActivity
ConveyingMaterials,DevisedStructuredActivity
DailyRoutine,DevisedStructuredActivity
DevelopingAProduct,DevisedStructuredActivity
DevisedStructuredActivityWithFocalDevice,DevisedStructuredActivity
DoingYoga,DevisedStructuredActivity
ExtractingPetroleum,DevisedStructuredActivity
Genocide,DevisedStructuredActivity
HomeImprovement,DevisedStructuredActivity
InspectingOfHome,DevisedStructuredActivity
LawEnforcementActivity,DevisedStructuredActivity
Mining,DevisedStructuredActivity
Mobilization,DevisedStructuredActivity
Prospecting,DevisedStructuredActivity
Recycling,DevisedStructuredActivity
Refining,DevisedStructuredActivity
RiskManagement,DevisedStructuredActivity
ServingInTheMilitary,DevisedStructuredActivity
Shipping,DevisedStructuredActivity
Simulation-Activity,DevisedStructuredActivity
SpaceExploration,DevisedStructuredActivity
Transaction,DevisedStructuredActivity
TransportingPeople,DevisedStructuredActivity
VehicleConversion,DevisedStructuredActivity
Designing,DevisingAPracticeOrWork
DevelopingAProduct,DevisingAPracticeOrWork
EnrollingInSchool,DevisingAPracticeOrWork
HumanResidenceHunting,DevisingAPracticeOrWork
JobHunting,DevisingAPracticeOrWork
Planning,DevisingAPracticeOrWork
LanguageDialect,Dialectology
ArabDiaspora,Diaspora
AsianDiaspora,Diaspora
BalochDiaspora,Diaspora
BengaliDiaspora,Diaspora
BretonDiaspora,Diaspora
CatalanDiaspora,Diaspora
ChechenDiaspora,Diaspora
CircassianDiaspora,Diaspora
CorsicanDiaspora,Diaspora
CostaRicanDiaspora,Diaspora
DanishDiaspora,Diaspora
EuropeanDiaspora,Diaspora
FilipinoDiaspora,Diaspora
FinnishDiaspora,Diaspora
FlemishDiaspora,Diaspora
FrenchDiaspora,Diaspora
GalicianDiaspora,Diaspora
GujaratiDiaspora,Diaspora
HazaraDiaspora,Diaspora
HungarianDiaspora,Diaspora
IgboDiaspora,Diaspora
JavaneseDiaspora,Diaspora
JewishDiaspora,Diaspora
KurdishDiaspora,Diaspora
LatvianDiaspora,Diaspora
LithuanianDiaspora,Diaspora
MalagasyDiaspora,Diaspora
MalteseDiaspora,Diaspora
MaoriDiaspora,Diaspora
MongolDiaspora,Diaspora
MuhajirDiaspora,Diaspora
NauruanDiaspora,Diaspora
NorthAfricanDiaspora,Diaspora
PashtunDiaspora,Diaspora
PortugueseDiaspora,Diaspora
PunjabiDiaspora,Diaspora
SamiDiaspora,Diaspora
SardinianDiaspora,Diaspora
ScottishDiaspora,Diaspora
SicilianDiaspora,Diaspora
SindhiDiaspora,Diaspora
SovietDiaspora,Diaspora
SpanishDiaspora,Diaspora
SwaziDiaspora,Diaspora
SwedishDiaspora,Diaspora
TaiwaneseDiaspora,Diaspora
TamilDiaspora,Diaspora
ThaiDiaspora,Diaspora
TibetanDiaspora,Diaspora
TurkicDiaspora,Diaspora
WelshDiaspora,Diaspora
YorubaDiaspora,Diaspora
LaotianRockRat,Diatomyidae
DicksoniaArborescens,Dicksonia
DicksoniaYoungiae,Dicksonia
Dicksonia,Dicksoniaceae
NewZealandTreeFern,Dicksoniaceae
BlowoutPenstemon,DicotSubclass
PhloxPlant,DicotSubclass
PoppyPlant,DicotSubclass
StJohnsWort-Plant,DicotSubclass
Dicranum,Dicranales
Dicranales,Dicranidae
Grimmiales,Dicranidae
ComputerDictionary,Dictionary
MedicalDictionary,Dictionary
RhymingDictionary,Dictionary
SlangDictionary,Dictionary
Epithalamus,Diencephalon
Hypothalamus,Diencephalon
Thalamus,Diencephalon
MultiVitamin,DietarySupplement
SpirulinaDietarySupplement,DietarySupplement
Dieting,DietProgram
ASCII-Art,DigitalArtObject
Emoticon,DigitalArtObject
DigitalGoldCurrency,DigitalCurrency
Plight,Dilemma
DimantisHaani,Dimantis
OneDimensionalGeometricThing,Dimension
ThreeDimensionalGeometricThing,Dimension
ThreeDimensionalSpace,Dimension
TwoDimensionalGeometricThing,Dimension
Allosaurus,Dinosaur
Apatosaurus,Dinosaur
Triceratops,Dinosaur
AnglicanDiocese,Diocese
ArmenianApostolicDiocese,Diocese
ChurchOfNorwayDiocese,Diocese
Diocese-Catholic,Diocese
DiocesesOfTheChurchOfGreece,Diocese
RomanCatholicDiocesesInLombardy,Diocese-Catholic
RomanCatholicDiocesesInSardinia,Diocese-Catholic
RomanCatholicDiocesesInSicily,Diocese-Catholic
Photodiode,Diode
DiplomaDocument,Diploma
AmarnaLetters,DiplomaticCorrespondence
Consulate-TheBuilding,DiplomaticFacility
DiplomaticBuilding,DiplomaticFacility
EmbassyBuilding,DiplomaticFacility
Dipodidae,Dipodoidea
DipoleMoment,Dipole
DorsalDirection,DirectionalAttributes
FrontPortal,DirectionalAttributes
LateralDirection,DirectionalAttributes
Side,DirectionalAttributes
TerrestrialDirection,DirectionalAttributes
DirectorOfNationalIntelligence-US,DirectorOfOrganization
TelephoneDirectory,Directory-ReferenceWork
Clean,Dirtiness
ClaySoil,DirtSoil
Dirt,DirtSoil
Loam,DirtSoil
Sediment,DirtSoil
Soil-Product,DirtSoil
SurfaceLayer-TopSurface,DirtSoil
ParalympicGame,DisabledSports
ParaTableTennis,DisabledSports
WheelchairBasketball,DisabledSports
Sugar-Table,Disaccharide
Contempt,Disapproval
Objection,Disapproval
SinkingEvent,DisasterEvent
Diode,DiscreteSemiconductorDevice
SemiconductorDevice,DiscreteSemiconductorDevice
Transistor,DiscreteSemiconductorDevice
BoneSpurs-PhysiologicalConditionType,DiseaseAfflictingPart-Bone-BodyPart
BiochemicallyHarmfulSubstance,DiseaseAgent
CarcinogenType,DiseaseAgent
HumanPathogen,DiseaseAgent
Achondroplasia,DiseaseType
Agoraphobia,DiseaseType
AlcoholWithdrawalSyndrome,DiseaseType
AlopeciaAreata,DiseaseType
AlopeciaUniversalis,DiseaseType
Amnesia,DiseaseType
AmnioticBandSyndrome,DiseaseType
Anemic,DiseaseType
AnteriorIschemicOpticNeuropathy,DiseaseType
Aphasia,DiseaseType
ArteriovenousMalformation,DiseaseType
AttentionDeficitHyperactivityDisorder,DiseaseType
B-cellLymphoma,DiseaseType
BasilarSkullFracture,DiseaseType
Bronchopneumonia,DiseaseType
CardiovascularMorbidity,DiseaseType
Cellulitis,DiseaseType
Cirrhosis,DiseaseType
CompartmentSyndrome-9,DiseaseType
Congenital,DiseaseType
Glaucoma,DiseaseType
Hangover,DiseaseType
Hydranencephaly,DiseaseType
HypertrophyOfBreast,DiseaseType
Kleptomania,DiseaseType
LeadPoisoning,DiseaseType
Mania,DiseaseType
MidlifeCrisis,DiseaseType
MotorNeuroneDisease,DiseaseType
Myelofibrosis,DiseaseType
Myiasis,DiseaseType
NecrotizingFasciitis,DiseaseType
NeuroendocrineTumor,DiseaseType
PersonalityDisorder,DiseaseType
PolycysticOvarySyndrome,DiseaseType
Prognathism,DiseaseType
Psychosis,DiseaseType
RadiationPoisoning,DiseaseType
ReactiveAttachmentDisorder,DiseaseType
ScarletFever,DiseaseType
SpinaBifida,DiseaseType
Stye,DiseaseType
SubarachnoidHemorrhage,DiseaseType
Teratoma,DiseaseType
Toxoplasmosis,DiseaseType
TurnerSyndrome,DiseaseType
UlcerativeColitis,DiseaseType
Uremia,DiseaseType
VitaminB12Deficiency,DiseaseType
WetQFeverWetCoxiellaBurnetii,DiseaseType
BladderCancer,DiseaseTypeByPartTypeAffected
BrainDisease,DiseaseTypeByPartTypeAffected
BreastCancer,DiseaseTypeByPartTypeAffected
Cancer-BoneMarrow,DiseaseTypeByPartTypeAffected
CervicalCancer,DiseaseTypeByPartTypeAffected
DiseaseAfflictingPart-Bone-BodyPart,DiseaseTypeByPartTypeAffected
EndometrialCancer,DiseaseTypeByPartTypeAffected
EsophagealCancer,DiseaseTypeByPartTypeAffected
Leukemia,DiseaseTypeByPartTypeAffected
LungDisease,DiseaseTypeByPartTypeAffected
Lymphoma,DiseaseTypeByPartTypeAffected
PancreaticCancer,DiseaseTypeByPartTypeAffected
ProstateCancer,DiseaseTypeByPartTypeAffected
RenalDisease,DiseaseTypeByPartTypeAffected
SkinAilment,DiseaseTypeByPartTypeAffected
TesticularCancer,DiseaseTypeByPartTypeAffected
ThyroidCancer,DiseaseTypeByPartTypeAffected
